0,1.0_0,1.0_1,1.2_0,1.2_1,inf_0,inf_1
2022-10-12 18:57:32.148690944,,,18042773504.0,,,
2022-10-12 18:57:32.648334080,,,15826804736.0,,,
2022-10-12 18:57:33.148720128,,,16425836544.0,,,
2022-10-12 18:57:33.648951040,,,12160634880.0,,,
2022-10-12 18:57:34.148375040,,,11678662656.0,,,
2022-10-12 18:57:34.649110016,,,11219025920.0,,,
2022-10-12 18:57:35.148406016,,,9274834944.0,,,
2022-10-12 18:57:35.648806144,,,5902962688.0,,,
2022-10-12 18:57:36.150880000,,,3233914880.0,,,
2022-10-12 18:57:39.359749120,,,,550305792.0,,
2022-10-12 18:57:39.864978176,,,,701145088.0,,
2022-10-12 18:57:40.362023168,,,,701145088.0,,
2022-10-12 18:57:40.860584960,,,,1650610176.0,,
2022-10-12 18:57:41.360764928,,,,4624711680.0,,
2022-10-12 18:57:41.860349952,,,,7645577216.0,,
2022-10-12 18:57:42.360559872,,,,10808500224.0,,
2022-10-12 18:57:42.860312064,,,,14103207936.0,,
2022-10-12 18:57:43.359805952,,,,16127795200.0,,
2022-10-12 18:57:43.862898176,,,,19407953920.0,,
2022-10-12 18:57:44.360000000,,,,22189883392.0,,
2022-10-12 18:57:44.860019968,,,,25423114240.0,,
2022-10-12 18:57:45.361134080,,,,27348164608.0,,
2022-10-12 18:57:45.860118016,,,,30191255552.0,,
2022-10-12 18:57:46.360662016,,,,33836892160.0,,
2022-10-12 18:57:46.860307968,,,,35938938880.0,,
2022-10-12 18:57:47.359792896,,,,38766899200.0,,
2022-10-12 18:57:47.861076224,,,,42433982464.0,,
2022-10-12 18:57:48.360691968,,,,43701166080.0,,
2022-10-12 18:57:48.860560896,,,,47048249344.0,,
2022-10-12 18:57:49.360326144,,,,50037145600.0,,
2022-10-12 18:57:49.859996928,,,,52434612224.0,,
2022-10-12 18:57:50.359947008,,,,56235376640.0,,
2022-10-12 18:57:50.860177152,,,,58767904768.0,,
2022-10-12 18:57:51.360531968,,,,61785518080.0,,
2022-10-12 18:57:51.860651008,,,,64249020416.0,,
2022-10-12 18:57:52.359976960,,,,66957672448.0,,
2022-10-12 18:57:52.861360128,,,,70248144896.0,,
2022-10-12 18:57:53.360263936,,,,73137778688.0,,
2022-10-12 18:57:53.860637952,,,,75365232640.0,,
2022-10-12 18:57:54.360553984,,,,79154733056.0,,
2022-10-12 18:57:54.861975040,,,,81312350208.0,,
2022-10-12 18:57:55.360162048,,,,83296915456.0,,
2022-10-12 18:57:55.859963904,,,,79756632064.0,,
2022-10-12 18:57:56.360348928,,,,80275619840.0,,
2022-10-12 18:57:56.860595968,,,,78162321408.0,,
2022-10-12 18:57:57.360427008,,,,75540963328.0,,
2022-10-12 18:57:57.859880960,,,,75286736896.0,,
2022-10-12 18:57:58.361520896,,,,74969845760.0,,
2022-10-12 18:57:58.859998976,,,,71920730112.0,,
2022-10-12 18:57:59.360153856,,,,69442551808.0,,
2022-10-12 18:57:59.860115968,,,,70391914496.0,,
2022-10-12 18:58:00.360250880,,,,68553146368.0,,
2022-10-12 18:58:00.860409856,,,,66851729408.0,,
2022-10-12 18:58:01.360647936,,,,64404811776.0,,
2022-10-12 18:58:01.859772928,,,,64660127744.0,,
2022-10-12 18:58:02.360786944,,,,62783279104.0,,
2022-10-12 18:58:02.860062976,,,,60920205312.0,,
2022-10-12 18:58:03.360024832,,,,60449484800.0,,
2022-10-12 18:58:03.860215040,,,,58205089792.0,,
2022-10-12 18:58:04.360030976,,,,56568496128.0,,
2022-10-12 18:58:04.860349952,,,,56557981696.0,,
2022-10-12 18:58:05.360363008,,,,53957541888.0,,
2022-10-12 18:58:05.860802816,,,,52897050624.0,,
2022-10-12 18:58:06.360121856,,,,52577353728.0,,
2022-10-12 18:58:06.860377088,,,,50861101056.0,,
2022-10-12 18:58:07.360211968,,,,49665241088.0,,
2022-10-12 18:58:07.859806976,,,,46902243328.0,,
2022-10-12 18:58:08.361408000,,,,46602784768.0,,
2022-10-12 18:58:08.860794112,,,,45485817856.0,,
2022-10-12 18:58:09.360065024,,,,44791619584.0,,
2022-10-12 18:58:09.860603136,,,,42263568384.0,,
2022-10-12 18:58:10.359813888,,,,41461645312.0,,
2022-10-12 18:58:10.859930880,,,,38843473920.0,,
2022-10-12 18:58:11.360115968,,,,37904179200.0,,
2022-10-12 18:58:11.860208128,,,,37152768000.0,,
2022-10-12 18:58:12.359909888,,,,35970592768.0,,
2022-10-12 18:58:12.860538880,,,,34294677504.0,,
2022-10-12 18:58:13.360758016,,,,34840297472.0,,
2022-10-12 18:58:13.860004864,,,,30224867328.0,,
2022-10-12 18:58:14.360409856,,,,30342410240.0,,
2022-10-12 18:58:14.859895040,,,,30216867840.0,,
2022-10-12 18:58:15.360424960,,,,26856247296.0,,
2022-10-12 18:58:15.860726016,,,,25689747456.0,,
2022-10-12 18:58:16.360038912,,,,24577974272.0,,
2022-10-12 18:58:16.862168064,,,,23880843264.0,,
2022-10-12 18:58:17.359780096,,,,22226522112.0,,
2022-10-12 18:58:17.860472064,,,,20883693568.0,,
2022-10-12 18:58:18.360052224,,,,19016765440.0,,
2022-10-12 18:58:18.860399104,,,,18275631104.0,,
2022-10-12 18:58:19.360194816,,,,16534224896.0,,
2022-10-12 18:58:19.860483840,,,,14950227968.0,,
2022-10-12 18:58:20.360564992,,,,14145036288.0,,
2022-10-12 18:58:20.860759040,,,,11994112000.0,,
2022-10-12 18:58:21.359857920,,,,12136161280.0,,
2022-10-12 18:58:21.860774912,,,,9118035968.0,,
2022-10-12 18:58:22.360388096,,,,5589123072.0,,
2022-10-12 18:58:53.967685888,,,,,695894016.0,
2022-10-12 18:58:54.627329024,,,,,696164352.0,
2022-10-12 18:58:54.968108800,,,,,696164352.0,
2022-10-12 18:58:55.469406976,,,,,1469874176.0,
2022-10-12 18:58:55.967757824,,,,,7570313216.0,
2022-10-12 18:58:56.469701888,,,,,10496090112.0,
2022-10-12 18:58:56.967934976,,,,,14107734016.0,
2022-10-12 18:58:57.468688896,,,,,17584832512.0,
2022-10-12 18:58:57.968656128,,,,,21183119360.0,
2022-10-12 18:58:58.468163072,,,,,25454698496.0,
2022-10-12 18:58:58.968391936,,,,,27596472320.0,
2022-10-12 18:58:59.468835072,,,,,32080596992.0,
2022-10-12 18:58:59.968705024,,,,,35488972800.0,
2022-10-12 18:59:00.469307904,,,,,38316072960.0,
2022-10-12 18:59:00.968395008,,,,,41767669760.0,
2022-10-12 18:59:01.468466944,,,,,45245390848.0,
2022-10-12 18:59:01.968581888,,,,,47536566272.0,
2022-10-12 18:59:02.470155008,,,,,51328778240.0,
2022-10-12 18:59:02.968395008,,,,,54877941760.0,
2022-10-12 18:59:03.468024064,,,,,57919049728.0,
2022-10-12 18:59:03.969033984,,,,,60217327616.0,
2022-10-12 18:59:04.467900928,,,,,63618666496.0,
2022-10-12 18:59:04.968365056,,,,,67626127360.0,
2022-10-12 18:59:05.469291008,,,,,70814638080.0,
2022-10-12 18:59:05.968070912,,,,,73569628160.0,
2022-10-12 18:59:06.469604096,,,,,77280854016.0,
2022-10-12 18:59:06.968451072,,,,,79388033024.0,
2022-10-12 18:59:07.469177856,,,,,80034369536.0,
2022-10-12 18:59:07.968463872,,,,,81844953088.0,
2022-10-12 18:59:08.468677120,,,,,81970700288.0,
2022-10-12 18:59:08.968732160,,,,,83238268928.0,
2022-10-12 18:59:09.471494912,,,,,83851923456.0,
2022-10-12 18:59:09.967750144,,,,,82553634816.0,
2022-10-12 18:59:10.467849984,,,,,83596148736.0,
2022-10-12 18:59:10.967977984,,,,,84284018688.0,
2022-10-12 18:59:11.468691968,,,,,82851061760.0,
2022-10-12 18:59:11.968115200,,,,,79803797504.0,
2022-10-12 18:59:12.468070912,,,,,79305359360.0,
2022-10-12 18:59:12.968326144,,,,,77112971264.0,
2022-10-12 18:59:13.468178944,,,,,77354352640.0,
2022-10-12 18:59:13.967758848,,,,,75315326976.0,
2022-10-12 18:59:14.469805056,,,,,73020489728.0,
2022-10-12 18:59:14.968611072,,,,,72361750528.0,
2022-10-12 18:59:15.469517824,,,,,72059183104.0,
2022-10-12 18:59:15.967869952,,,,,70453157888.0,
2022-10-12 18:59:16.468289024,,,,,70478618624.0,
2022-10-12 18:59:16.968673024,,,,,68555067392.0,
2022-10-12 18:59:17.468233216,,,,,69705453568.0,
2022-10-12 18:59:17.967730944,,,,,66941198336.0,
2022-10-12 18:59:18.467938816,,,,,66877087744.0,
2022-10-12 18:59:18.968160000,,,,,66792644608.0,
2022-10-12 18:59:19.467921920,,,,,63976448000.0,
2022-10-12 18:59:19.967708160,,,,,63227256832.0,
2022-10-12 18:59:20.469446912,,,,,61440765952.0,
2022-10-12 18:59:20.968316928,,,,,60922372096.0,
2022-10-12 18:59:21.468305152,,,,,60278976512.0,
2022-10-12 18:59:21.968604160,,,,,56698130432.0,
2022-10-12 18:59:22.470812928,,,,,57641553920.0,
2022-10-12 18:59:22.968425984,,,,,54944718848.0,
2022-10-12 18:59:23.468272896,,,,,55000797184.0,
2022-10-12 18:59:23.968282880,,,,,50939711488.0,
2022-10-12 18:59:24.470120960,,,,,50846109696.0,
2022-10-12 18:59:24.968204032,,,,,46609723392.0,
2022-10-12 18:59:25.469388032,,,,,46617886720.0,
2022-10-12 18:59:25.968414976,,,,,42646953984.0,
2022-10-12 18:59:26.469351168,,,,,39666712576.0,
2022-10-12 18:59:26.967900160,,,,,37249880064.0,
2022-10-12 18:59:27.468049920,,,,,36550664192.0,
2022-10-12 18:59:27.968233216,,,,,34889986048.0,
2022-10-12 18:59:28.468664832,,,,,32933998592.0,
2022-10-12 18:59:28.968081920,,,,,27820855296.0,
2022-10-12 18:59:29.468326144,,,,,27563044864.0,
2022-10-12 18:59:29.968400128,,,,,24020869120.0,
2022-10-12 18:59:30.469639168,,,,,22939451392.0,
2022-10-12 18:59:30.968468992,,,,,20918460416.0,
2022-10-12 18:59:31.469091840,,,,,17371033600.0,
2022-10-12 18:59:31.967969024,,,,,14685241344.0,
2022-10-12 18:59:32.470372864,,,,,11582980096.0,
2022-10-12 18:59:32.967796992,,,,,8092635136.0,
2022-10-12 18:59:35.081602048,,,,,,442863616.0
2022-10-12 18:59:35.581688832,,,,,,442863616.0
2022-10-12 18:59:36.082030080,,,,,,1248186368.0
2022-10-12 18:59:36.582045184,,,,,,4981231616.0
2022-10-12 18:59:37.082515968,,,,,,11600420864.0
2022-10-12 18:59:37.582086144,,,,,,15771435008.0
2022-10-12 18:59:38.082391040,,,,,,17962897408.0
2022-10-12 18:59:38.581976064,,,,,,22272212992.0
2022-10-12 18:59:39.082588928,,,,,,25013063680.0
2022-10-12 18:59:39.582340864,,,,,,28096438272.0
2022-10-12 18:59:40.082516992,,,,,,31204184064.0
2022-10-12 18:59:40.582397952,,,,,,34970730496.0
2022-10-12 18:59:41.082393856,,,,,,38465249280.0
2022-10-12 18:59:41.581753856,,,,,,42329563136.0
2022-10-12 18:59:42.082609920,,,,,,44852260864.0
2022-10-12 18:59:42.581718016,,,,,,48738521088.0
2022-10-12 18:59:43.082340864,,,,,,51247816704.0
2022-10-12 18:59:43.581707008,,,,,,53864210432.0
2022-10-12 18:59:44.082600192,,,,,,57908449280.0
2022-10-12 18:59:44.581943040,,,,,,61457219584.0
2022-10-12 18:59:45.082371840,,,,,,63551504384.0
2022-10-12 18:59:45.581750016,,,,,,67076378624.0
2022-10-12 18:59:46.081731072,,,,,,71467225088.0
2022-10-12 18:59:46.582354176,,,,,,73470676992.0
2022-10-12 18:59:47.082540032,,,,,,76520239104.0
2022-10-12 18:59:47.582609920,,,,,,80183660544.0
2022-10-12 18:59:48.082319104,,,,,,79947235328.0
2022-10-12 18:59:48.581943040,,,,,,78888448000.0
2022-10-12 18:59:49.081736192,,,,,,79147433984.0
2022-10-12 18:59:49.582525952,,,,,,79892049920.0
2022-10-12 18:59:50.082792960,,,,,,79313444864.0
2022-10-12 18:59:50.581793024,,,,,,79212969984.0
2022-10-12 18:59:51.082180864,,,,,,78891675648.0
2022-10-12 18:59:51.582028032,,,,,,78319976448.0
2022-10-12 18:59:52.082380032,,,,,,77442719744.0
2022-10-12 18:59:52.582118912,,,,,,75723862016.0
2022-10-12 18:59:53.081974016,,,,,,76102258688.0
2022-10-12 18:59:53.582274816,,,,,,76612218880.0
2022-10-12 18:59:54.082833152,,,,,,74451415040.0
2022-10-12 18:59:54.582129920,,,,,,73466544128.0
2022-10-12 18:59:55.082222080,,,,,,73595535360.0
2022-10-12 18:59:55.582529024,,,,,,72315904000.0
2022-10-12 18:59:56.081629952,,,,,,70998913024.0
2022-10-12 18:59:56.582640896,,,,,,70956503040.0
2022-10-12 18:59:57.082318080,,,,,,69314998272.0
2022-10-12 18:59:57.582092032,,,,,,66459123712.0
2022-10-12 18:59:58.081881088,,,,,,66492108800.0
2022-10-12 18:59:58.582639104,,,,,,65851039744.0
2022-10-12 18:59:59.082531840,,,,,,66085240832.0
2022-10-12 18:59:59.581690112,,,,,,65959489536.0
2022-10-12 19:00:00.083518976,,,,,,64768876544.0
2022-10-12 19:00:00.582618112,,,,,,65005219840.0
2022-10-12 19:00:01.082434048,,,,,,63348793344.0
2022-10-12 19:00:01.582547968,,,,,,61685506048.0
2022-10-12 19:00:02.082370048,,,,,,60240310272.0
2022-10-12 19:00:02.582184960,,,,,,58426310656.0
2022-10-12 19:00:03.082479872,,,,,,57333927936.0
2022-10-12 19:00:03.582500864,,,,,,58547728384.0
2022-10-12 19:00:04.081723904,,,,,,54696411136.0
2022-10-12 19:00:04.581944832,,,,,,53267517440.0
2022-10-12 19:00:05.082379008,,,,,,51359735808.0
2022-10-12 19:00:05.581812992,,,,,,48036814848.0
2022-10-12 19:00:06.081777152,,,,,,42864267264.0
2022-10-12 19:00:06.581756160,,,,,,41450012672.0
2022-10-12 19:00:07.082309120,,,,,,36470935552.0
2022-10-12 19:00:07.582329088,,,,,,34560892928.0
2022-10-12 19:00:08.082508032,,,,,,30125428736.0
2022-10-12 19:00:08.581914880,,,,,,29274071040.0
2022-10-12 19:00:09.081625088,,,,,,25889554432.0
2022-10-12 19:00:09.582737920,,,,,,24281665536.0
2022-10-12 19:00:10.082347008,,,,,,21757964288.0
2022-10-12 19:00:10.581937920,,,,,,18534957056.0
2022-10-12 19:00:11.082225152,,,,,,16495820800.0
2022-10-12 19:00:11.582614784,,,,,,16704258048.0
2022-10-12 19:00:12.082586112,,,,,,12880867328.0
2022-10-12 19:00:12.582048000,,,,,,8505061376.0
2022-10-12 19:00:13.082104832,,,,,,6203281408.0
